0,03250,Bahan nabati dari jenis yang terutama digunakan untuk anyam-anyaman atau sebagai bahan pengisi atau lapisan; bahan baku nabati yang terutama digunakan dalam pencelupan atau penyamakan; produk nabati ytdl,
0,04111,Ikan hias,
0,04119,Ikan hidup lainnya,
0,04120,"Ikan, segar atau dingin",
0,04210,"Crustacea, tidak beku",
0,04220,Tiram,
0,04291,"Mollusca lainnya, hidup, segar atau dingin",
0,04299,"Invertebrata air lainnya, hidup, segar atau dingin",
0,04910,"Koral dan hasil sejenisnya, cangkang mollusca, crustacea, atau binatang berkulit lunak dan cuttle-bone",
0,04920,Spons alam yang berasal dari hewan air,
0,04930,"Rumput laut dan ganggang lainnya, segar, beku atau kering, ditumbuk maupun tidak",
0,0111100,Benih gandum,
0,0111200,Gandum,
0,0112100,Benih jagung,
0,0112201,Jagung varietas unggul hybrida,
0,0112202,Jagung varietas unggul non hybrida,
0,0112203,Jagung varietas lokal,
0,0112204,Jagung muda dari segala varietas,
0,0112205,Baby corn,
0,0112206,Jagung brondong,
0,0112298,Hasil ikutan pertanian tanaman jagung,
0,0112299,"Jagung, lainnya",
0,0113100,Benih Padi,
0,0113201,Padi varietas unggul,
0,0113202,Padi varietas lokal,
0,0113298,Hasil ikutan pertanian padi,
0,0113299,"Padi, lainnya (tidak digiling)",
0,0114100,Benih sorghum,
0,0114201,Sorghum,
0,0114298,Hasil ikutan pertanian tanaman sorghum,
0,0114299,Sorghum lainnya,
0,0115100,Benih jelai/barli,
0,0115200,Jelai/barli,
0,0116100,Benih gandum hitam,
0,0116200,Gandum hitam,
0,0117100,Benih oat,
0,0117200,Oats,
0,0118100,Benih millet,
0,0118200,Millet,
0,0119000,Serealia lainnya,
0,0121100,Asparagus,
0,0121200,Kubis,
0,0121301,Bunga kol ( blumkol ),
0,0121302,Brokoli,
0,0121401,Selada,
0,0121402,Chicory,
0,0121501,Bayam cabut,
0,0121502,Bayam tahun,
0,0121599,Bayam lainnya,
0,0121600,Artichokes,
0,0121901,Kangkung,
0,0121902,Sawi,
0,0121903,Petsai,
0,0121904,Seledri,
0,0121905,Kenikir,
0,0121906,Mangkokan,
0,0121907,Krokot,
0,0121908,Kemangi,
0,0121909,Semanggi,
0,0121910,Katuk,
0,0121911,Genjer,
0,0121912,Andewi,
0,0121999,Sayuran lain yang diambil daunnya,
0,0122100,Semangka,
0,0122900,Cantaloupe dan melon lainnya,
0,0123101,Cabe besar,
0,0123102,Cabe kecil (rawit),
0,0123199,"Cabe dan paprika lainnya ytdl, hijau (jenis capsicum)",
0,0123200,Timun dan ketimun acar,
0,0123300,Terong,
0,0123400,Tomat,
0,0123501,"Waluh, laby dan labu",
0,0123598,"Hasil ikutan pertanian tanaman waluh, laby dan labu yang dipanen lebih dari sekali",
0,0123901,Petai,
0,0123902,Oyong / gambas / ceme.,
0,0123903,Paria,
0,0123904,Jengkol,
0,0123905,Melinjo,
0,0123906,Buah timbul / kluwih,
0,0123907,Nangka muda,
0,0123908,Belimbing sayur,
0,0123998,Hasil ikutan,
0,0123999,"Buah yang digunakan untuk sayuran lainnya, ytdl",
0,0124101,Kacang panjang,
0,0124102,Buncis,
0,0124198,Hasil ikutan pertanian tanaman kacang-kacangan hijau,
0,0124199,Kacang-kacangan hijau lainnya,
0,0124200,"Kacang kapri, hijau",
0,0124900,Sayuran polongan hijau lainnya,
0,0125101,Wortel,
0,0125102,Lobak,
0,0125198,Hasil ikutan pertanian tanaman wortel dan lobak,
0,0125200,Bawang putih,
