5,53233,Bendungan,Subkelas ini meliputi:  - bendungan dan  struktur penahan air dengan sejenis  - tanggul untuk daerah tepi pantai dan tepi sungai lainnya
5,53234,Bangunan air irigasi dan pengendali banjir,"Subkelas ini meliputi:  - irigasi dan saluran pengendalian banjir   Subkelas ini tidak termasuk:  - saluran air untuk tujuan pasokan air, lih. 53231"
5,53241,Pipa saluran (pipeline) jarak jauh,"Subkelas ini meliputi:   -  pipa saluran   jarak jauh di atas permukaan tanah, di bawah tanah dan di laut untuk pengangkutan produk minyak bumi, gas, air atau produk lainnya   - stasiun pemompa dan bangunan sejenis    Subkelas ini tidak termasuk:   - sistem distribusi air dan gas kota melalui saluran, lih. 53251"
5,53242,Saluran komunikasi dan saluran listrik (kabel) jarak jauh,"Subkelas ini meliputi:   - jaringan telekomunikasi dan  transmisi jarak jauh di atas permukaan tanah, bawah tanah atau bawah laut   - saluran transmisi listrik tegangan tinggi (kabel) jarak jauh  - saluran listrik untuk kereta jarak jauh   - stasiun transformator, tiang    Subkelas ini tidak termasuk:   - saluran distribusi tenaga listrik tegangan rendah, lih. 53252"
5,53251,Pipa saluran lokal,"Subkelas ini meliputi:   -  pipa saluran untuk gas, saluran air dan pembuangan lokal -  pipa saluran air panas dan uap lokal"
5,53252,Kabel lokal dan bangunan ybdi,"Subkelas ini meliputi:   - kabel transmisi listrik lokal   - kabel transmisi komunikasi lokal, termasuk kabel televisi   - bangunan pendukung seperti:     * stasiun transformator dan gardu untuk distribusi dalam batas lokal     * menara transmisi termasuk antena"
5,53253,Bangunan pengolahan air dan limbah,"Subkelas ini meliputi:   - sistem pembuangan kotoran   - pabrik pembuangan limbah   - pabrik pemurnian dan pengolahan air    Subkelas ini tidak termasuk:   - pipa saluran dan saluran induk air dan pembuangan, lih. 54241 (jarak jauh) dan 54251 (lokal)"
5,53261,Konstruksi pertambangan,"Subkelas ini meliputi:   - pertambangan dan fasilitas yang berhubungan, selain bangunan, seperti stasiun muatan dan pemisahan tambang, tugu berliku dan menara, terowongan dan aliran terkait dengan operasi penambangan"
5,53262,Konstruksi pembangkit tenaga listrik,"Subkelas ini meliputi:   - pabrik pembangkit listrik  berat  dan peralatan, termasuk pabrik dan peralatan untuk pembangkit listrik tenaga nuklir"
5,53269,Konstruksi lain untuk industri manufaktur,"Subkelas ini meliputi:   - fasilitas produksi bahan kimia dasar, senyawa, farmasi dan bahan kimia lainnya   - fasilitas produksi kimia dan terkait seperti tanur tinggi dan kokas oven   - peleburan besi   - fasilitas khusus untuk produksi, diklasifikasikan di tempat lain    Subkelas ini tidak termasuk:   - bangunan industri yang tidak khusus untuk pembuatan produk tertentu, lih. 53121"
5,53270,Fasilitas olah raga dan rekreasi di ruang terbuka,"Subkelas ini meliputi:   - Lahan untuk olahraga yang umumnya dimainkan di udara terbuka seperti sepak bola, bisbol, rugby, trek dan lapangan, tenis, balap mobil atau sepeda dan pacuan kuda   - instalasi rekreasi, misalnya, lapangan golf, instalasi pantai, pangkalan untuk perahu wisata   - taman dan kebun publik, kebun binatang dan kebun raya   Subkelas ini tidak termasuk:   - instalasi olahraga dalam ruangan, lih. 53129"
5,53290,Pekerjaan teknik sipil lainnya,"Subkelas ini meliputi:   - bangunan teknik militer, misalnya benteng, kubu pertahanan, lubang perlindungan, latihan menembak, pusat pengujian militer, dll   - tempat peluncuran satelit   - tempat pembuangan dan pembakaran (insinerator) limbah   - pabrik untuk pengolahan dan pemrosesan bahan nuklir   - pekerjaan teknik sipil lainnya, ytdl"
5,54111,Jasa konstruksi umum untuk bangunan tempat tinggal tunggal atau ganda,"Subkelas ini meliputi:   - jasa konstruksi, perbaikan, perubahan dan pemulihan untuk bangunan tempat tinggal tunggal atau ganda"
5,54112,Jasa konstruksi umum untuk bangunan tempat tinggal multi,"Subkelas ini meliputi:   - jasa konstruksi, perbaikan, perubahan dan pemulihan untuk:     * bangunan tempat tinggal multi    * bangunan untuk perumahan masyarakat, termasuk tempat tinggal untuk orang tua, siswa, anak-anak dan kelompok sosial lainnya:     * rumah pensiun, hostel pekerja, rumah persaudaraan (asrama kelompok), panti asuhan, tempat penampungan tunawisma, dll    Subkelas ini tidak termasuk:   - konstruksi kerangka beton khusus untuk bangunan yang sangat tinggi, lih. 54540"
5,54121,Jasa konstruksi umum untuk bangunan industri,"Subkelas ini meliputi:   - jasa konstruksi, perbaikan, perubahan dan pemulihan untuk:     * bangunan yang digunakan untuk kegiatan produksi dan rangkaian kegiatan dari perusahaan industri:     * pabrik dan bengkel kerja     * bangunan pertanian  yang berkaitan dengan pengolahan hasil pertanian, termasuk silo dan fasilitas penyimpanan lainnya    Subkelas ini tidak termasuk:   - jasa konstruksi fasilitas pertambangan, lih. 54261   - jasa konstruksi pembangkit listrik, lih. 54262   - jasa konstruksi dari fasilitas kimia dan terkait, lih. 54269   - jasa konstruksi fasilitas khusus untuk manufaktur (misalnya, besi pengecoran), lih. 54269"
5,54122,Jasa konstruksi umum bangunan komersial,"Subkelas ini meliputi:   - konstruksi, perbaikan, perubahan dan pemulihan jasa untuk bangunan komersial atau administrasi seperti:     * bangunan yang digunakan terutama dalam perdagangan besar (grosir) dan eceran (retail)   * pusat perbelanjaan, mall, department store, toko dan butik terpisah, indoor market dll     * gudang     * ruang pameran     * gedung perkantoran dan gedung perbankan     *  bandara, stasiun kereta api atau terminal, garasi parkir dan stasiun pengisian bahan bakar umum (SPBU)"
5,54129,Jasa konstruksi umum bangunan bukan tempat tinggal lainnya,"Subkelas ini meliputi:   - jasa konstruksi, perbaikan, perubahan dan pemulihan untuk:     * bangunan hiburan publik seperti bioskop, teater, ruang konser, ruang dansa dan klub malam     * hotel, motel, losmen, hostel dan bangunan sejenis     * restoran     * bangunan pendidikan seperti gedung sekolah, perguruan tinggi, universitas, perpustakaan, tempat penyimpanan dokumen dan museum     * bangunan berhubungan dengan kesehatan seperti rumah sakit, klinik dan sanatorium, termasuk klinik hewan     * instalasi olahraga dalam ruangan atau rekreasi (gelanggang es, gedung olah raga, lapangan tenis indoor, ruang olahraga serba guna, gudang perahu, gelanggang tinju, dll)     * pusat konvensi dan kongres     * tempat ibadah    * bangunan penjara     * gedung pengadilan hukum, gedung parlemen     * bangunan pertanian, bangunan yang berada di area pertanian yang berkaiatan dengan kegiatan pertanian bukan tempat tinggal   * bangunan komunikasi (bangunan siaran radio dan televisi, bangunan pertukaran telepon, telekomunikasi pusat dll)     * bangunan bukan tempat tinggal lainnya ytdl    Subkelas ini tidak termasuk:   - jasa konstruksi untuk:     * tambang, pembangkit listrik, pabrik kimia dan fasilitas khusus lainnya untuk manufaktur, lih. 5426    * fasilitas olahraga  dan rekreasi di ruang terbuka, lih. 54270"
